Generation,SelectedFeatures,n1,n2,n3,lr,dr,l2,alpha,Accuracy,TP,FP,FN,TN
2,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",150,122,38,0.00446,0.1837,0.006332,0.1989,0.8653,268,35,50,278
2,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",167,92,45,0.002873,0.0967,0.002221,0.2926,0.8542,262,36,56,277
2,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",180,95,59,0.0001,0.0389,0.000421,0.2709,0.8621,262,31,56,282
2,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",128,86,37,0.007198,0.3617,0.004771,0.0283,0.8621,268,37,50,276
2,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",143,85,64,0.005778,0.3755,0.004102,0.2565,0.8653,269,36,49,277
2,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",170,111,62,0.0001,0.2953,0.000657,0.1524,0.8605,262,32,56,281
2,"age,cp,trestbps,chol,exang,oldpeak,slope,ca",154,101,45,0.0001,0.2926,0.004744,0.0834,0.8368,248,33,70,280
2,"age,sex,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",165,82,55,0.000633,0.1541,0.000924,0.2843,0.8574,256,28,62,285
2,"sex,cp,trestbps,chol,thalach,oldpeak,slope,ca",153,116,45,0.006304,0.2709,0.009241,0.027,0.8558,264,37,54,276
2,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",139,106,38,0.006748,0.1848,0.001365,0.2181,0.8558,255,28,63,285
2,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",162,84,34,0.007837,0.3006,0.008714,0.2581,0.859,261,32,57,281
2,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",151,66,47,0.00774,0.2625,0.008444,0.0879,0.859,262,33,56,280
2,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",150,122,38,0.00446,0.1837,0.002221,0.2926,0.859,263,34,55,279
2,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",167,92,45,0.002873,0.0967,0.006332,0.1989,0.8669,270,36,48,277
2,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",128,86,37,0.007198,0.3617,0.004771,0.0283,0.8669,274,40,44,273
2,"sex,cp,trestbps,chol,thalach,oldpeak,slope,ca",153,116,45,0.006304,0.2709,0.009241,0.027,0.8479,255,33,63,280
2,"age,sex,cp,trestbps,chol,fbs,restecg,thalach,exang,oldpeak,slope,ca",152,117,53,0.002782,0.0806,0.009757,0.2108,0.8621,263,32,55,281
2,"sex,cp,trestbps,chol,thalach,oldpeak,slope,ca",142,67,53,0.008128,0.2113,0.001418,0.1251,0.8494,258,35,60,278
2,"cp,trestbps,chol,restecg,thalach,exang,oldpeak,slope,ca",157,76,40,0.001815,0.2616,0.000474,0.0198,0.859,260,31,58,282
2,"cp,trestbps,chol,thalach,oldpeak,slope,ca",131,117,41,0.001916,0.2985,0.003249,0.1271,0.8526,258,33,60,280
2,"cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",140,70,41,0.004283,0.2775,0.003088,0.2923,0.8653,268,35,50,278
2,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",150,122,38,0.00446,0.1837,0.002221,0.2926,0.8574,262,34,56,279
2,"cp,trestbps,chol,restecg,thalach,exang,oldpeak,slope,ca",153,86,60,0.007366,0.1569,0.006689,0.1537,0.8558,259,32,59,281
2,"sex,cp,trestbps,chol,thalach,oldpeak,slope,ca",153,116,45,0.006304,0.2709,0.009241,0.027,0.8526,256,31,62,282
2,"cp,trestbps,chol,thalach,oldpeak,slope,ca",131,117,41,0.001916,0.2985,0.003249,0.1271,0.8526,263,38,55,275
2,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",158,76,40,0.001815,0.2616,0.000474,0.0198,0.8653,263,30,55,283
2,"age,sex,cp,trestbps,chol,fbs,restecg,thalach,exang,oldpeak,slope,ca",152,117,52,0.002782,0.0806,0.009757,0.2108,0.8542,262,36,56,277
2,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",140,70,41,0.004283,0.2775,0.003088,0.1438,0.8605,263,33,55,280
2,"cp,trestbps,chol,thalach,oldpeak,slope,ca",136,77,44,0.009966,0.0225,0.000847,0.2048,0.8463,260,39,58,274
2,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",190,95,34,0.004189,0.16,0.00061,0.064,0.8463,257,36,61,277
2,"age,cp,trestbps,chol,oldpeak,slope,ca",162,64,43,0.0027,0.1607,0.001437,0.2232,0.8574,257,29,61,284
2,"age,sex,cp,trestbps,chol,restecg,thalach,exang,oldpeak,slope,ca",146,123,41,0.007728,0.239,0.007863,0.0767,0.8621,269,38,49,275
3,"sex,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",158,76,40,0.004143,0.2616,0.000474,0.0198,0.859,259,30,59,283
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",128,86,37,0.007198,0.3617,0.004771,0.0283,0.8653,276,43,42,270
3,"age,sex,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",146,123,41,0.007728,0.239,0.007863,0.0767,0.8542,258,32,60,281
3,"cp,trestbps,chol,restecg,thalach,exang,oldpeak,slope,ca",151,66,47,0.00774,0.2625,0.008444,0.0879,0.859,266,37,52,276
3,"cp,trestbps,chol,thalach,oldpeak,slope,ca",157,75,40,0.001815,0.2616,1e-06,0.0198,0.8558,258,31,60,282
3,"sex,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",153,116,45,0.006304,0.2709,0.009241,0.027,0.8605,271,41,47,272
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",158,76,40,0.001815,0.2616,0.000474,0.2709,0.8605,259,29,59,284
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",180,95,59,0.0001,0.0389,0.000421,0.0198,0.8605,267,37,51,276
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",167,109,35,0.001624,0.0883,0.001023,0.1379,0.8542,261,35,57,278
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",174,92,45,0.002873,0.0967,0.009255,0.1189,0.8685,268,33,50,280
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",167,92,45,0.002873,0.0967,0.006332,0.1989,0.8605,265,35,53,278
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",185,73,48,0.003145,0.2535,0.003248,0.2853,0.8621,266,35,52,278
3,"sex,cp,trestbps,chol,fbs,thalach,oldpeak,slope,ca",153,116,45,0.006304,0.2709,0.01,0.0279,0.8558,262,35,56,278
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",190,84,56,0.001931,0.1624,0.000267,0.2181,0.8621,265,34,53,279
3,"age,sex,cp,trestbps,chol,restecg,thalach,exang,oldpeak,slope,ca",138,105,38,0.006748,0.1848,0.001365,0.1868,0.8637,261,29,57,284
3,"age,sex,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",165,82,55,0.000633,0.1541,0.000924,0.2843,0.8653,268,35,50,278
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",139,106,38,0.001815,0.2616,0.000474,0.0198,0.8574,262,34,56,279
3,"sex,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",158,76,40,0.006748,0.1848,0.001365,0.216,0.8494,257,34,61,279
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",157,76,40,0.002735,0.1553,0.008416,0.2018,0.8637,269,37,49,276
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",147,69,50,0.001815,0.2616,1e-06,0.0198,0.8637,266,34,52,279
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",180,95,56,0.001931,0.1624,0.000267,0.2181,0.859,262,33,56,280
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",190,84,59,0.0001,0.0389,0.000421,0.2709,0.87,266,30,52,283
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",140,70,37,0.007198,0.3617,0.003088,0.1438,0.8637,268,36,50,277
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",128,86,41,0.004283,0.2775,0.004771,0.0283,0.8716,270,33,48,280
