Generation,SelectedFeatures,n1,n2,n3,lr,dr,l2,alpha,Accuracy,TP,FP,FN,TN
2,"cp,trestbps,chol,thalach,oldpeak,slope,ca",183,85,52,0.006341,0.2302,0.007964,0.2048,0.8225,288,82,30,231
2,"cp,trestbps,chol,thalach,oldpeak,slope,ca",131,86,33,0.002697,0.307,0.00613,0.2907,0.832,286,74,32,239
2,"cp,trestbps,chol,thalach,oldpeak,slope,ca",168,121,34,0.009691,0.2629,0.005163,0.2786,0.8415,286,68,32,245
2,"cp,trestbps,chol,thalach,oldpeak,slope,ca",168,121,34,0.009691,0.2629,0.005163,0.2786,0.8558,275,48,43,265
2,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",167,76,40,0.008947,0.1118,0.009948,0.1057,0.8304,246,35,72,278
2,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",151,92,52,0.006804,0.2829,0.003131,0.0933,0.8336,285,72,33,241
2,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",175,117,47,0.00804,0.321,0.001174,0.2954,0.8526,282,57,36,256
2,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",169,115,33,0.009056,0.3795,0.004918,0.0202,0.8526,264,39,54,274
2,"cp,trestbps,chol,restecg,thalach,exang,oldpeak,slope,ca",144,67,52,0.00112,0.2197,0.007109,0.2154,0.8621,258,27,60,286
2,"cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",180,105,40,0.009089,0.0649,0.002678,0.1382,0.8447,282,62,36,251
2,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",175,115,33,0.009056,0.3795,0.004918,0.0202,0.8447,287,67,31,246
2,"cp,trestbps,chol,thalach,oldpeak,slope,ca",140,114,63,0.007238,0.2517,0.000968,0.0199,0.8257,222,14,96,299
2,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",185,68,37,0.00781,0.3925,1e-06,0.01,0.8558,272,45,46,268
2,"age,cp,trestbps,chol,fbs,restecg,exang,oldpeak,slope,ca",186,71,57,0.007792,0.0156,0.005481,0.1782,0.7797,298,119,20,194
2,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",172,75,45,0.008687,0.101,0.009512,0.263,0.8304,289,78,29,235
2,"cp,trestbps,chol,restecg,thalach,exang,oldpeak,slope,ca",144,67,52,0.00112,0.2197,0.007109,0.2154,0.8399,289,72,29,241
2,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",169,117,47,0.01,0.321,0.001174,0.2954,0.8479,281,59,37,254
2,"cp,trestbps,chol,thalach,oldpeak,slope,ca",140,114,63,0.007238,0.2517,0.000968,0.0199,0.8431,241,22,77,291
2,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",169,117,47,0.00804,0.321,0.001174,0.2954,0.8542,277,51,41,262
2,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",175,115,33,0.009056,0.3795,0.004918,0.0202,0.8558,256,29,62,284
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",167,76,40,0.008947,0.1118,0.003131,0.0933,0.8447,252,32,66,281
3,"cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",175,115,33,0.009056,0.3795,0.004918,0.0202,0.859,286,57,32,256
3,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",169,117,47,0.00804,0.321,0.001174,0.2954,0.8558,255,28,63,285
3,"cp,trestbps,chol,thalach,oldpeak,slope,ca",140,113,62,0.007238,0.2517,0.000968,0.01,0.851,252,28,66,285
3,"age,cp,trestbps,chol,oldpeak,slope,ca",146,111,48,0.005685,0.2493,1e-06,0.2954,0.8479,283,61,35,252
3,"cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",175,117,47,0.00804,0.321,0.001174,0.01,0.851,242,18,76,295
3,"cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",144,66,38,0.004742,0.2973,0.006664,0.0855,0.8558,263,36,55,277
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",167,76,40,0.008947,0.1118,0.003131,0.0933,0.8526,274,49,44,264
3,"age,cp,trestbps,chol,restecg,thalach,exang,oldpeak,slope,ca",161,85,59,0.01,0.3995,0.01,0.0507,0.8431,271,52,47,261
3,"age,sex,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",139,117,40,0.008369,0.1861,0.009527,0.2646,0.8669,271,37,47,276
3,"cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",180,105,40,0.009089,0.0649,0.002678,0.1382,0.851,284,60,34,253
3,"age,sex,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",139,117,40,0.008369,0.3995,0.000594,0.0507,0.87,267,31,51,282
3,"cp,trestbps,chol,fbs,restecg,thalach,exang,oldpeak,slope,ca",180,105,40,0.009089,0.0649,0.002678,0.129,0.8621,274,43,44,270
3,"cp,trestbps,chol,fbs,restecg,exang,oldpeak,slope,ca",185,68,37,0.00781,0.3925,1e-06,0.01,0.851,245,21,73,292
3,"cp,trestbps,chol,fbs,restecg,thalach,exang,oldpeak,slope,ca",161,85,59,0.005073,0.1861,0.009527,0.3,0.8399,237,20,81,293
3,"cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",144,66,38,0.0001,0.3263,0.006664,0.01,0.8003,229,37,89,276
3,"cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",144,66,38,0.004742,0.2973,0.006664,0.0855,0.8542,279,53,39,260
3,"cp,trestbps,chol,restecg,thalach,exang,oldpeak,slope,ca",161,85,59,0.005073,0.1861,0.009527,0.2646,0.8542,279,53,39,260
3,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",167,76,40,0.008947,0.1118,0.009948,0.1057,0.8605,274,44,44,269
3,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",143,79,52,0.002307,0.181,0.003781,0.1282,0.813,211,11,107,302
3,"cp,trestbps,chol,thalach,oldpeak,slope,ca",168,121,34,0.009691,0.2629,0.005163,0.2786,0.859,273,44,45,269
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",139,117,40,0.008369,0.3995,0.000594,0.0507,0.8447,248,28,70,285
3,"age,cp,trestbps,chol,fbs,restecg,thalach,exang,oldpeak,slope,ca",161,85,54,0.007299,0.3998,0.005698,0.121,0.8653,278,45,40,268
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",144,97,59,0.005073,0.1861,0.009527,0.2646,0.8558,268,41,50,272
3,"cp,trestbps,chol,fbs,restecg,exang,oldpeak,slope,ca",185,68,37,0.00781,0.3925,1e-06,0.01,0.8415,238,20,80,293
3,"age,cp,trestbps,chol,fbs,restecg,exang,oldpeak,slope,ca",184,68,37,0.0001,0.4,0.01,0.01,0.7242,163,19,155,294
3,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",139,117,40,0.008369,0.3995,0.01,0.0507,0.8574,254,26,64,287
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",139,117,40,0.0001,0.3995,1e-06,0.0507,0.7829,241,60,77,253
3,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",139,117,40,0.008369,0.3995,0.01,0.0507,0.8669,268,34,50,279
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",175,115,33,0.009056,0.3795,0.004918,0.0202,0.8574,260,32,58,281
3,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",169,117,47,0.00804,0.321,0.001174,0.2954,0.8637,282,50,36,263
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",167,76,40,0.008947,0.1118,0.003131,0.0933,0.8114,211,12,107,301
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",175,115,33,0.009056,0.3795,0.004918,0.0202,0.859,265,36,53,277
3,"cp,trestbps,chol,fbs,thalach,exang,oldpeak,slope,ca",180,105,40,0.009089,0.0649,0.002678,0.1382,0.8463,282,61,36,252
3,"cp,trestbps,chol,restecg,thalach,exang,oldpeak,slope,ca",161,85,59,0.005073,0.1861,0.009527,0.2646,0.8177,287,84,31,229
3,"age,cp,trestbps,chol,thalach,oldpeak,slope,ca",131,86,33,0.002697,0.307,0.00613,0.2907,0.8542,272,46,46,267
3,"cp,trestbps,chol,restecg,thalach,exang,oldpeak,slope,ca",161,85,59,0.005073,0.1861,0.009527,0.2646,0.8621,274,43,44,270
3,"age,sex,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",139,117,40,0.008369,0.3995,0.000594,0.0507,0.87,281,45,37,268
3,"cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",180,105,47,0.00804,0.321,0.002678,0.1382,0.8288,286,76,32,237
3,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",169,117,40,0.009089,0.0649,0.001174,0.2954,0.8653,267,34,51,279
3,"cp,trestbps,chol,oldpeak,slope,ca",146,111,48,0.005685,0.2493,1e-06,0.01,0.8082,219,22,99,291
3,"age,cp,trestbps,chol,fbs,thalach,oldpeak,slope,ca",129,116,47,0.005245,0.209,0.000302,0.2164,0.8574,259,31,59,282
3,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",144,97,54,0.007299,0.3998,0.005698,0.121,0.8605,279,49,39,264
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",175,115,33,0.009056,0.3795,0.004918,0.0202,0.832,285,73,33,240
3,"cp,trestbps,chol,thalach,oldpeak,slope,ca",168,121,34,0.009691,0.2629,0.005163,0.2786,0.8479,255,33,63,280
3,"age,cp,trestbps,chol,restecg,thalach,exang,oldpeak,slope,ca",169,107,51,0.001664,0.1289,0.000302,0.2164,0.7956,199,10,119,303
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",180,105,40,0.009089,0.0649,0.002678,0.1382,0.8526,287,62,31,251
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",128,101,36,0.002597,0.3959,0.001074,0.2126,0.8035,215,21,103,292
3,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",139,117,40,0.008369,0.3995,0.01,0.0507,0.8479,267,45,51,268
3,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",143,79,52,0.002307,0.181,0.003781,0.1282,0.8447,252,32,66,281
3,"age,cp,trestbps,chol,restecg,thalach,exang,oldpeak,slope,ca",169,107,51,0.001664,0.1289,0.000302,0.2164,0.8558,270,43,48,270
3,"cp,trestbps,chol,thalach,oldpeak,slope,ca",168,121,34,0.009691,0.2629,0.005163,0.2786,0.8526,284,59,34,254
3,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",139,117,40,0.008369,0.3995,0.01,0.0507,0.8526,264,39,54,274
3,"cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",144,66,38,0.004742,0.1975,0.006664,0.0855,0.8574,283,55,35,258
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",185,68,37,0.00781,0.3925,0.000594,0.0507,0.8494,277,54,41,259
3,"age,sex,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",139,117,40,0.008369,0.3995,1e-06,0.01,0.8764,267,27,51,286
3,"cp,trestbps,chol,fbs,restecg,exang,oldpeak,slope,ca",185,68,37,0.00781,0.3925,1e-06,0.01,0.8574,251,23,67,290
3,"cp,trestbps,chol,restecg,thalach,exang,oldpeak,slope,ca",144,67,52,0.00112,0.2197,0.007109,0.2154,0.8273,228,19,90,294
3,"cp,trestbps,chol,thalach,oldpeak,slope,ca",140,114,63,0.007238,0.2517,0.000968,0.0199,0.8542,264,38,54,275
3,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",180,105,40,0.009089,0.0649,0.002678,0.1382,0.8209,295,90,23,223
