Generation,SelectedFeatures,n1,n2,n3,lr,dr,l2,alpha,Accuracy,TP,FP,FN,TN
3,"sex,cp,trestbps,chol,fbs,restecg,thalach,exang,oldpeak,slope,ca",173,108,40,0.002939,0.3301,1e-06,0.126,0.8637,257,25,61,288
3,"age,sex,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",178,92,49,0.004741,0.1068,0.01,0.2899,0.87,269,33,49,280
3,"cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",163,86,40,0.002939,0.3301,1e-06,0.126,0.8605,261,31,57,282
3,"sex,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",190,124,40,0.002939,0.3301,1e-06,0.126,0.8685,266,31,52,282
3,"sex,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",163,86,40,0.002939,0.4,1e-06,0.126,0.8685,264,29,54,284
3,"cp,trestbps,chol,restecg,oldpeak,slope,ca",191,110,61,0.004918,0.21,1e-06,0.2833,0.8542,260,34,58,279
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",180,98,37,0.000796,0.2315,0.004043,0.2899,0.859,263,34,55,279
3,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",180,98,37,0.000796,0.2315,0.004043,0.2182,0.8621,269,38,49,275
3,"sex,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",184,104,36,0.001259,0.2148,0.008308,0.0725,0.8653,264,31,54,282
3,"sex,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",147,89,38,0.000888,0.1281,1e-06,0.0961,0.8685,267,32,51,281
3,"cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",173,108,43,0.009644,0.3848,0.004458,0.2761,0.8653,267,34,51,279
3,"sex,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",173,108,43,0.000888,0.1281,1e-06,0.0961,0.8605,260,30,58,283
3,"sex,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",163,86,40,0.002939,0.3301,1e-06,0.126,0.8748,268,29,50,284
3,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",180,98,37,0.000796,0.2315,0.004043,0.2182,0.8653,262,29,56,284
3,"age,cp,trestbps,chol,fbs,restecg,oldpeak,slope,ca",188,93,55,0.000117,0.2753,0.00678,0.0794,0.851,255,31,63,282
3,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",168,91,39,0.000675,0.3067,0.000323,0.2099,0.8637,268,36,50,277
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",165,82,36,0.003245,0.3482,0.005372,0.2125,0.859,261,32,57,281
3,"age,cp,trestbps,chol,fbs,restecg,thalach,exang,oldpeak,slope,ca",155,114,39,0.005943,0.1405,1e-06,0.2751,0.8669,261,27,57,286
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",168,91,39,0.000675,0.3067,0.000323,0.2099,0.8637,266,34,52,279
3,"sex,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",163,86,40,0.0001,0.3301,1e-06,0.126,0.851,286,62,32,251
3,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",167,92,34,0.0095,0.1324,0.01,0.182,0.8685,274,39,44,274
3,"sex,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",163,86,40,0.002939,0.3301,1e-06,0.126,0.8685,271,36,47,277
3,"sex,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",184,104,36,0.001259,0.2148,0.008308,0.0725,0.8732,268,30,50,283
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",168,91,39,0.000675,0.3067,0.000323,0.2099,0.8542,260,34,58,279
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",168,91,39,0.000675,0.3067,0.000323,0.2099,0.8605,270,40,48,273
3,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",163,86,40,0.002939,0.3301,0.008927,0.0791,0.8574,261,33,57,280
3,"sex,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",184,65,57,0.003302,0.1863,1e-06,0.126,0.8574,266,38,52,275
3,"sex,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",163,86,40,0.002939,0.3301,1e-06,0.126,0.8732,268,30,50,283
3,"sex,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",163,86,40,0.002939,0.3301,1e-06,0.126,0.8764,269,29,49,284
3,"age,cp,trestbps,chol,fbs,restecg,thalach,exang,oldpeak,slope,ca",155,114,39,0.005943,0.1405,1e-06,0.2751,0.8637,262,30,56,283
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",180,98,37,0.000796,0.2315,0.004043,0.2899,0.8526,261,36,57,277
3,"sex,cp,trestbps,chol,fbs,restecg,thalach,exang,oldpeak,slope,ca",162,86,40,0.01,0.3301,1e-06,0.126,0.8653,261,28,57,285
3,"cp,trestbps,chol,restecg,oldpeak,slope,ca",191,110,61,0.004918,0.21,1e-06,0.2833,0.8574,262,34,56,279
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",165,82,56,0.009393,0.2415,0.009621,0.082,0.859,260,31,58,282
3,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",183,127,58,0.001064,0.1868,0.001961,0.3,0.8669,266,32,52,281
3,"sex,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",173,91,43,0.000888,0.1281,1e-06,0.0961,0.8653,265,32,53,281
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",167,108,39,0.000675,0.3067,0.000323,0.2099,0.8574,259,31,59,282
3,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",165,82,56,0.009393,0.2415,0.009621,0.082,0.8558,262,35,56,278
3,"sex,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",163,86,39,0.002939,0.3301,1e-06,0.126,0.8811,268,25,50,288
3,"sex,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",163,86,40,0.0095,0.1324,0.01,0.126,0.8637,258,26,60,287
3,"age,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",167,92,34,0.002939,0.3301,1e-06,0.182,0.8685,269,34,49,279
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",173,106,42,0.006485,0.1265,0.008726,0.0925,0.8542,261,35,57,278
3,"cp,trestbps,chol,restecg,oldpeak,slope,ca",165,82,36,0.003245,0.3482,0.005372,0.1756,0.8621,264,33,54,280
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",168,91,39,0.000675,0.3067,0.000323,0.2099,0.8685,267,32,51,281
3,"sex,cp,trestbps,chol,fbs,restecg,oldpeak,slope,ca",146,80,53,0.004148,0.3301,1e-06,0.126,0.8637,262,30,56,283
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",178,92,49,0.004741,0.1068,0.01,0.2899,0.8494,258,35,60,278
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",165,82,56,0.009393,0.2415,0.009621,0.082,0.859,279,50,39,263
3,"cp,trestbps,chol,restecg,oldpeak,slope,ca",165,82,36,0.003245,0.3482,0.005372,0.1756,0.8621,262,31,56,282
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",171,89,44,0.003062,0.3767,0.006251,0.0114,0.8494,261,38,57,275
3,"sex,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",173,108,43,0.000888,0.026,1e-06,0.0961,0.8605,266,36,52,277
3,"sex,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",163,86,40,0.002939,0.3301,1e-06,0.126,0.8764,265,25,53,288
3,"sex,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",184,104,36,0.001259,0.2148,0.008308,0.0725,0.8716,267,30,51,283
3,"sex,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",163,86,40,0.002939,0.3301,1e-06,0.126,0.878,267,26,51,287
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",167,92,34,0.0095,0.1324,0.01,0.182,0.8605,267,37,51,276
