Generation,Individual,n1,n2,n3,lr,dr,l2,alpha,Accuracy,TP,FP,FN,TN
3,"[173, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.001830008647912201, 0.010294092227821202]",173,71,46,0.004414,0.2521,0.00183,0.0103,0.7891,191,63,38,187
3,"[166, 105, 98, 0.005256228097555127, 0.2842986931313559, 0.0010235539074996483, 0.28272428650672077]",166,105,98,0.005256,0.2843,0.001024,0.2827,0.7829,178,53,51,197
3,"[102, 136, 98, 0.005456880108418689, 0.25205000315773524, 0.0010235539074996483, 0.21000858388764562]",102,136,98,0.005457,0.2521,0.001024,0.21,0.785,199,73,30,177
3,"[102, 111, 89, 0.005256228097555127, 0.21637969562875858, 0.0055905474323612704, 0.17040576456807716]",102,111,89,0.005256,0.2164,0.005591,0.1704,0.6701,212,141,17,109
3,"[102, 111, 89, 0.005456880108418689, 0.21637969562875858, 0.0055905474323612704, 0.17040576456807716]",102,111,89,0.005457,0.2164,0.005591,0.1704,0.7557,203,91,26,159
3,"[173, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.004414,0.2521,0.001024,0.0103,0.7704,202,83,27,167
3,"[102, 111, 89, 0.005456880108418689, 0.21637969562875858, 0.0055905474323612704, 0.17040576456807716]",102,111,89,0.005457,0.2164,0.005591,0.1704,0.7495,197,88,32,162
3,"[102, 111, 89, 0.005456880108418689, 0.21637969562875858, 0.0055905474323612704, 0.17040576456807716]",102,111,89,0.005457,0.2164,0.005591,0.1704,0.6973,212,128,17,122
3,"[114, 93, 47, 0.001019749811010774, 0.2929638141970955, 0.009489842540991186, 0.11879747575778092]",114,93,47,0.00102,0.293,0.00949,0.1188,0.7557,194,82,35,168
3,"[107, 69, 58, 0.0010160172171795624, 0.13742236540344704, 0.002997574347436742, 0.15301347440248034]",107,69,58,0.001016,0.1374,0.002998,0.153,0.6534,208,145,21,105
4,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.7996,171,38,58,212
4,"[104, 110, 47, 0.004414139818276098, 0.2355336711000567, 0.0038652613707627795, 0.27487266050362774]",104,110,47,0.004414,0.2355,0.003865,0.2749,0.6722,209,137,20,113
4,"[173, 93, 47, 0.001019749811010774, 0.2929638141970955, 0.002997574347436742, 0.010294092227821202]",173,93,47,0.00102,0.293,0.002998,0.0103,0.7871,168,41,61,209
4,"[107, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.001016,0.1287,0.002998,0.153,0.7307,203,103,26,147
4,"[107, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",107,71,46,0.004414,0.2521,0.001024,0.0103,0.7808,202,78,27,172
4,"[173, 71, 47, 0.0021291623022691745, 0.2355336711000567, 0.0010235539074996483, 0.15301347440248034]",173,71,47,0.002129,0.2355,0.001024,0.153,0.7537,207,96,22,154
4,"[173, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.001830008647912201, 0.010294092227821202]",173,71,46,0.004414,0.2521,0.00183,0.0103,0.7411,195,90,34,160
4,"[107, 93, 47, 0.001019749811010774, 0.28542290461652214, 0.002997574347436742, 0.15301347440248034]",107,93,47,0.00102,0.2854,0.002998,0.153,0.7557,197,85,32,165
4,"[104, 110, 47, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.03837910394497565]",104,110,47,0.002129,0.2342,0.007749,0.0384,0.8121,174,35,55,215
4,"[173, 71, 98, 0.005256228097555127, 0.2842986931313559, 0.001830008647912201, 0.010294092227821202]",173,71,98,0.005256,0.2843,0.00183,0.0103,0.7223,211,115,18,135
4,"[150, 135, 42, 0.0010160172171795624, 0.1287341833369425, 0.001830008647912201, 0.28272428650672077]",150,135,42,0.001016,0.1287,0.00183,0.2827,0.7724,200,80,29,170
4,"[104, 110, 47, 0.0021291623022691745, 0.2355336711000567, 0.0038652613707627795, 0.27487266050362774]",104,110,47,0.002129,0.2355,0.003865,0.2749,0.7704,197,78,32,172
4,"[150, 135, 42, 0.0010160172171795624, 0.1287341833369425, 0.01, 0.28272428650672077]",150,135,42,0.001016,0.1287,0.01,0.2827,0.6138,220,176,9,74
4,"[107, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.15301347440248034]",107,71,46,0.004414,0.2521,0.001024,0.153,0.7975,184,52,45,198
4,"[173, 71, 47, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,47,0.004414,0.2521,0.001024,0.0103,0.7599,188,74,41,176
4,"[173, 92, 46, 0.001019749811010774, 0.2929638141970955, 0.002997574347436742, 0.010294092227821202]",173,92,46,0.00102,0.293,0.002998,0.0103,0.6493,217,156,12,94
4,"[107, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.001016,0.1287,0.002998,0.153,0.7829,197,72,32,178
4,"[154, 131, 98, 0.009668342371777418, 0.22733170120920695, 0.0038652613707627795, 0.27487266050362774]",154,131,98,0.009668,0.2273,0.003865,0.2749,0.595,217,182,12,68
4,"[173, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.001830008647912201, 0.010294092227821202]",173,71,46,0.004414,0.2521,0.00183,0.0103,0.7599,190,76,39,174
4,"[173, 93, 47, 0.001019749811010774, 0.2929638141970955, 0.002997574347436742, 0.010294092227821202]",173,93,47,0.00102,0.293,0.002998,0.0103,0.5699,218,195,11,55
4,"[150, 135, 47, 0.001019749811010774, 0.2929638141970955, 0.005006819176310594, 0.010294092227821202]",150,135,47,0.00102,0.293,0.005007,0.0103,0.7975,178,46,51,204
4,"[150, 135, 42, 0.0010160172171795624, 0.1287341833369425, 0.001830008647912201, 0.28272428650672077]",150,135,42,0.001016,0.1287,0.00183,0.2827,0.7954,172,41,57,209
4,"[102, 136, 98, 0.01, 0.13742236540344704, 0.0038652613707627795, 0.2505511327133534]",102,136,98,0.01,0.1374,0.003865,0.2506,0.6159,225,180,4,70
4,"[104, 110, 58, 0.005256228097555127, 0.2420110587083701, 0.01, 0.15611223642254252]",104,110,58,0.005256,0.242,0.01,0.1561,0.5449,227,216,2,34
4,"[107, 93, 47, 0.001019749811010774, 0.2929638141970955, 0.002997574347436742, 0.010294092227821202]",107,93,47,0.00102,0.293,0.002998,0.0103,0.7787,194,71,35,179
4,"[173, 93, 47, 0.001019749811010774, 0.2929638141970955, 0.002997574347436742, 0.15301347440248034]",173,93,47,0.00102,0.293,0.002998,0.153,0.7056,205,117,24,133
4,"[102, 69, 47, 0.005456880108418689, 0.21637969562875858, 0.0055905474323612704, 0.17040576456807716]",102,69,47,0.005457,0.2164,0.005591,0.1704,0.7516,204,94,25,156
4,"[114, 111, 89, 0.0021291623022691745, 0.2355336711000567, 0.009489842540991186, 0.11879747575778092]",114,111,89,0.002129,0.2355,0.00949,0.1188,0.7516,203,93,26,157
4,"[166, 146, 38, 0.005277500014701656, 0.29345588910262926, 0.007625313169795858, 0.241200209787595]",166,146,38,0.005278,0.2935,0.007625,0.2412,0.7787,182,59,47,191
4,"[185, 105, 98, 0.005256228097555127, 0.2842986931313559, 0.0010235539074996483, 0.28272428650672077]",185,105,98,0.005256,0.2843,0.001024,0.2827,0.7745,174,53,55,197
4,"[104, 110, 47, 0.0021291623022691745, 0.2355336711000567, 0.0038652613707627795, 0.27487266050362774]",104,110,47,0.002129,0.2355,0.003865,0.2749,0.7683,187,69,42,181
4,"[107, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.001016,0.1287,0.002998,0.153,0.7161,208,115,21,135
4,"[107, 93, 47, 0.001019749811010774, 0.2929638141970955, 0.002997574347436742, 0.15301347440248034]",107,93,47,0.00102,0.293,0.002998,0.153,0.737,197,94,32,156
4,"[150, 135, 42, 0.0010160172171795624, 0.1287341833369425, 0.005006819176310594, 0.010294092227821202]",150,135,42,0.001016,0.1287,0.005007,0.0103,0.8163,167,26,62,224
4,"[173, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.004193831103874407, 0.06081823448013028]",173,71,46,0.004414,0.2521,0.004194,0.0608,0.7766,199,77,30,173
4,"[150, 135, 42, 0.0010160172171795624, 0.1287341833369425, 0.005006819176310594, 0.010294092227821202]",150,135,42,0.001016,0.1287,0.005007,0.0103,0.7349,191,89,38,161
4,"[102, 136, 98, 0.005456880108418689, 0.3, 0.0010235539074996483, 0.21000858388764562]",102,136,98,0.005457,0.3,0.001024,0.21,0.7829,193,68,36,182
4,"[114, 69, 47, 0.0021291623022691745, 0.2355336711000567, 0.009489842540991186, 0.11879747575778092]",114,69,47,0.002129,0.2355,0.00949,0.1188,0.7328,202,101,27,149
4,"[107, 93, 47, 0.001019749811010774, 0.2929638141970955, 0.002997574347436742, 0.15301347440248034]",107,93,47,0.00102,0.293,0.002998,0.153,0.7891,157,29,72,221
4,"[166, 126, 87, 0.008840490542124584, 0.07078064153305164, 0.001830008647912201, 0.28272428650672077]",166,126,87,0.00884,0.0708,0.00183,0.2827,0.7411,203,98,26,152
4,"[150, 135, 42, 0.0001, 0.1680189034757198, 0.005006819176310594, 0.18693433073266202]",150,135,42,0.0001,0.168,0.005007,0.1869,0.7787,164,41,65,209
4,"[107, 93, 47, 0.0029564562727293483, 0.2929638141970955, 0.002997574347436742, 0.15301347440248034]",107,93,47,0.002956,0.293,0.002998,0.153,0.7349,211,109,18,141
4,"[104, 110, 47, 0.0021291623022691745, 0.2355336711000567, 0.0038652613707627795, 0.27487266050362774]",104,110,47,0.002129,0.2355,0.003865,0.2749,0.7537,200,89,29,161
4,"[150, 135, 42, 0.0010160172171795624, 0.1287341833369425, 0.005006819176310594, 0.010294092227821202]",150,135,42,0.001016,0.1287,0.005007,0.0103,0.7996,171,38,58,212
4,"[185, 146, 38, 0.0001, 0.29345588910262926, 0.0001, 0.241200209787595]",185,146,38,0.0001,0.2935,0.0001,0.2412,0.5407,221,212,8,38
4,"[104, 110, 47, 0.0021291623022691745, 0.2355336711000567, 0.0038652613707627795, 0.27487266050362774]",104,110,47,0.002129,0.2355,0.003865,0.2749,0.7975,188,56,41,194
4,"[101, 136, 98, 0.005256228097555127, 0.25205000315773524, 0.0010235539074996483, 0.21000858388764562]",101,136,98,0.005256,0.2521,0.001024,0.21,0.7787,172,49,57,201
4,"[185, 146, 38, 0.005277500014701656, 0.29345588910262926, 0.007625313169795858, 0.241200209787595]",185,146,38,0.005278,0.2935,0.007625,0.2412,0.739,202,98,27,152
4,"[107, 93, 47, 0.001019749811010774, 0.2929638141970955, 0.002997574347436742, 0.15301347440248034]",107,93,47,0.00102,0.293,0.002998,0.153,0.7871,179,52,50,198
4,"[107, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.001016,0.1287,0.002998,0.153,0.785,203,77,26,173
5,"[102, 69, 47, 0.005456880108418689, 0.21637969562875858, 0.0055905474323612704, 0.17040576456807716]",102,69,47,0.005457,0.2164,0.005591,0.1704,0.7244,210,113,19,137
5,"[107, 93, 47, 0.0029564562727293483, 0.2929638141970955, 0.002997574347436742, 0.15301347440248034]",107,93,47,0.002956,0.293,0.002998,0.153,0.7766,187,65,42,185
5,"[173, 71, 47, 0.004414139818276098, 0.25205000315773524, 0.0001, 0.010294092227821202]",173,71,47,0.004414,0.2521,0.0001,0.0103,0.7557,183,71,46,179
5,"[166, 146, 38, 0.005277500014701656, 0.29345588910262926, 0.007625313169795858, 0.241200209787595]",166,146,38,0.005278,0.2935,0.007625,0.2412,0.6681,220,150,9,100
5,"[150, 135, 42, 0.0001, 0.1680189034757198, 0.005006819176310594, 0.18693433073266202]",150,135,42,0.0001,0.168,0.005007,0.1869,0.7474,166,58,63,192
5,"[150, 135, 42, 0.0010160172171795624, 0.1287341833369425, 0.005006819176310594, 0.010294092227821202]",150,135,42,0.001016,0.1287,0.005007,0.0103,0.7724,189,69,40,181
5,"[102, 136, 98, 0.005456880108418689, 0.3, 0.0010235539074996483, 0.21000858388764562]",102,136,98,0.005457,0.3,0.001024,0.21,0.8038,181,46,48,204
5,"[104, 110, 47, 0.0021291623022691745, 0.2355336711000567, 0.0001, 0.27487266050362774]",104,110,47,0.002129,0.2355,0.0001,0.2749,0.7933,167,37,62,213
5,"[107, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.15301347440248034]",107,71,46,0.004414,0.2521,0.001024,0.153,0.7787,195,72,34,178
5,"[107, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.001016,0.1287,0.002998,0.153,0.7996,186,53,43,197
5,"[107, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.001016,0.1287,0.002998,0.153,0.7098,205,115,24,135
5,"[150, 135, 42, 0.0010160172171795624, 0.1287341833369425, 0.001830008647912201, 0.28272428650672077]",150,135,42,0.001016,0.1287,0.00183,0.2827,0.7829,191,66,38,184
5,"[104, 110, 47, 0.0021291623022691745, 0.2355336711000567, 0.0038652613707627795, 0.27487266050362774]",104,110,47,0.002129,0.2355,0.003865,0.2749,0.7557,202,90,27,160
5,"[150, 135, 42, 0.0001, 0.1680189034757198, 0.005006819176310594, 0.18693433073266202]",150,135,42,0.0001,0.168,0.005007,0.1869,0.6785,181,106,48,144
5,"[173, 71, 42, 0.0010160172171795624, 0.25205000315773524, 0.001830008647912201, 0.010294092227821202]",173,71,42,0.001016,0.2521,0.00183,0.0103,0.739,190,86,39,164
5,"[107, 93, 46, 0.004414139818276098, 0.1287341833369425, 0.002997574347436742, 0.24246471672015382]",107,93,46,0.004414,0.1287,0.002998,0.2425,0.7808,180,56,49,194
5,"[173, 71, 47, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,47,0.004414,0.2521,0.001024,0.0103,0.7787,196,73,33,177
5,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.8058,175,39,54,211
5,"[104, 110, 47, 0.0021291623022691745, 0.2355336711000567, 0.0038652613707627795, 0.27487266050362774]",104,110,47,0.002129,0.2355,0.003865,0.2749,0.7996,192,59,37,191
5,"[150, 135, 42, 0.0010160172171795624, 0.1287341833369425, 0.005006819176310594, 0.010294092227821202]",150,135,42,0.001016,0.1287,0.005007,0.0103,0.6785,212,137,17,113
5,"[107, 93, 47, 0.001019749811010774, 0.2929638141970955, 0.002997574347436742, 0.15301347440248034]",107,93,47,0.00102,0.293,0.002998,0.153,0.714,210,118,19,132
5,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.7704,195,76,34,174
5,"[107, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.005006819176310594, 0.15301347440248034]",107,93,42,0.001016,0.1287,0.005007,0.153,0.7996,176,43,53,207
5,"[150, 135, 42, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.010294092227821202]",150,135,42,0.001016,0.1287,0.002998,0.0103,0.7745,177,56,52,194
5,"[107, 136, 98, 0.005456880108418689, 0.3, 0.002997574347436742, 0.15301347440248034]",107,136,98,0.005457,0.3,0.002998,0.153,0.7495,203,94,26,156
5,"[102, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.0010235539074996483, 0.21000858388764562]",102,93,42,0.001016,0.1287,0.001024,0.21,0.7578,191,78,38,172
5,"[107, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.15301347440248034]",107,71,46,0.004414,0.2521,0.001024,0.153,0.7933,201,71,28,179
5,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.7996,196,63,33,187
5,"[107, 93, 47, 0.001019749811010774, 0.2929638141970955, 0.002997574347436742, 0.15301347440248034]",107,93,47,0.00102,0.293,0.002998,0.153,0.7808,188,64,41,186
5,"[107, 93, 47, 0.001019749811010774, 0.2929638141970955, 0.002997574347436742, 0.15301347440248034]",107,93,47,0.00102,0.293,0.002998,0.153,0.7745,155,34,74,216
5,"[150, 135, 42, 0.0010160172171795624, 0.1287341833369425, 0.005006819176310594, 0.010294092227821202]",150,135,42,0.001016,0.1287,0.005007,0.0103,0.7891,177,49,52,201
5,"[150, 135, 42, 0.0010160172171795624, 0.1287341833369425, 0.005006819176310594, 0.010294092227821202]",150,135,42,0.001016,0.1287,0.005007,0.0103,0.7015,208,122,21,128
5,"[173, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.001830008647912201, 0.010294092227821202]",173,71,46,0.004414,0.2521,0.00183,0.0103,0.7432,199,93,30,157
5,"[114, 111, 89, 0.0021291623022691745, 0.2355336711000567, 0.009489842540991186, 0.11879747575778092]",114,111,89,0.002129,0.2355,0.00949,0.1188,0.6514,218,156,11,94
5,"[107, 93, 47, 0.001019749811010774, 0.2929638141970955, 0.0010235539074996483, 0.15301347440248034]",107,93,47,0.00102,0.293,0.001024,0.153,0.762,192,77,37,173
5,"[107, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.002997574347436742, 0.15301347440248034]",107,71,46,0.004414,0.2521,0.002998,0.153,0.739,210,106,19,144
5,"[104, 110, 47, 0.0021291623022691745, 0.2355336711000567, 0.0038652613707627795, 0.03837910394497565]",104,110,47,0.002129,0.2355,0.003865,0.0384,0.7954,198,67,31,183
5,"[104, 110, 47, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.27487266050362774]",104,110,47,0.002129,0.2342,0.007749,0.2749,0.8079,180,43,49,207
5,"[150, 135, 42, 0.0010160172171795624, 0.1287341833369425, 0.005006819176310594, 0.010294092227821202]",150,135,42,0.001016,0.1287,0.005007,0.0103,0.7223,206,110,23,140
5,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.8079,177,40,52,210
5,"[173, 93, 47, 0.001019749811010774, 0.2929638141970955, 0.002997574347436742, 0.010294092227821202]",173,93,47,0.00102,0.293,0.002998,0.0103,0.7912,170,41,59,209
5,"[107, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.001016,0.1287,0.002998,0.153,0.7871,168,41,61,209
5,"[107, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.001016,0.1287,0.002998,0.153,0.7933,192,62,37,188
5,"[107, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",107,71,46,0.004414,0.2521,0.001024,0.0103,0.8079,164,27,65,223
5,"[107, 93, 47, 0.001019749811010774, 0.2929638141970955, 0.002997574347436742, 0.15301347440248034]",107,93,47,0.00102,0.293,0.002998,0.153,0.7432,191,85,38,165
5,"[150, 135, 42, 0.0010160172171795624, 0.1287341833369425, 0.001830008647912201, 0.28272428650672077]",150,135,42,0.001016,0.1287,0.00183,0.2827,0.7808,199,75,30,175
5,"[104, 110, 47, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.03837910394497565]",104,110,47,0.002129,0.2342,0.007749,0.0384,0.6576,215,150,14,100
5,"[107, 93, 47, 0.001019749811010774, 0.2929638141970955, 0.002997574347436742, 0.15301347440248034]",107,93,47,0.00102,0.293,0.002998,0.153,0.7808,156,32,73,218
5,"[104, 110, 47, 0.0021291623022691745, 0.2355336711000567, 0.0038652613707627795, 0.27487266050362774]",104,110,47,0.002129,0.2355,0.003865,0.2749,0.7244,198,101,31,149
5,"[150, 135, 42, 0.0001, 0.1287341833369425, 0.005006819176310594, 0.010294092227821202]",150,135,42,0.0001,0.1287,0.005007,0.0103,0.7182,158,64,71,186
6,"[172, 93, 47, 0.001019749811010774, 0.2929638141970955, 0.002997574347436742, 0.010294092227821202]",172,93,47,0.00102,0.293,0.002998,0.0103,0.7328,192,91,37,159
6,"[107, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.001016,0.1287,0.002998,0.153,0.785,177,51,52,199
6,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.7578,188,75,41,175
6,"[104, 110, 47, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.27487266050362774]",104,110,47,0.002129,0.2342,0.007749,0.2749,0.7411,197,92,32,158
6,"[173, 71, 47, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,47,0.004414,0.2521,0.001024,0.0103,0.7286,207,108,22,142
6,"[107, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",107,71,46,0.004414,0.2521,0.001024,0.0103,0.7912,171,42,58,208
6,"[103, 110, 47, 0.0021291623022691745, 0.2355336711000567, 0.0001, 0.27487266050362774]",103,110,47,0.002129,0.2355,0.0001,0.2749,0.7808,174,50,55,200
6,"[107, 93, 47, 0.001019749811010774, 0.2929638141970955, 0.002997574347436742, 0.15301347440248034]",107,93,47,0.00102,0.293,0.002998,0.153,0.7495,193,84,36,166
6,"[107, 71, 46, 0.004414139818276098, 0.2929638141970955, 0.002997574347436742, 0.15301347440248034]",107,71,46,0.004414,0.293,0.002998,0.153,0.7578,195,82,34,168
6,"[107, 93, 47, 0.001019749811010774, 0.25205000315773524, 0.0010235539074996483, 0.15301347440248034]",107,93,47,0.00102,0.2521,0.001024,0.153,0.7954,180,49,49,201
6,"[107, 93, 41, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,41,0.001016,0.1287,0.002998,0.153,0.7265,205,107,24,143
6,"[150, 135, 42, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.010294092227821202]",150,135,42,0.001016,0.1287,0.002998,0.0103,0.7599,202,88,27,162
6,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.6618,217,150,12,100
6,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.7704,190,71,39,179
6,"[104, 110, 47, 0.0021291623022691745, 0.2355336711000567, 0.0038652613707627795, 0.27487266050362774]",104,110,47,0.002129,0.2355,0.003865,0.2749,0.7808,181,57,48,193
6,"[107, 71, 45, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",107,71,45,0.004414,0.2521,0.001024,0.0103,0.7641,207,91,22,159
6,"[173, 93, 47, 0.001019749811010774, 0.2929638141970955, 0.002997574347436742, 0.010294092227821202]",173,93,47,0.00102,0.293,0.002998,0.0103,0.7035,209,122,20,128
6,"[102, 136, 98, 0.005456880108418689, 0.3, 0.0010235539074996483, 0.21000858388764562]",102,136,98,0.005457,0.3,0.001024,0.21,0.7704,203,84,26,166
6,"[107, 71, 46, 0.004414139818276098, 0.1287341833369425, 0.002997574347436742, 0.24246471672015382]",107,71,46,0.004414,0.1287,0.002998,0.2425,0.618,206,160,23,90
6,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7975,158,26,71,224
6,"[107, 71, 46, 0.004414139818276098, 0.17186904783264628, 0.0010235539074996483, 0.18148548330375983]",107,71,46,0.004414,0.1719,0.001024,0.1815,0.7933,198,68,31,182
6,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.7349,209,107,20,143
6,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.01, 0.01]",173,71,46,0.002129,0.2521,0.01,0.01,0.7453,204,97,25,153
6,"[107, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.005006819176310594, 0.15301347440248034]",107,93,42,0.001016,0.1287,0.005007,0.153,0.5992,220,183,9,67
6,"[104, 71, 47, 0.0021291623022691745, 0.2355336711000567, 0.0038652613707627795, 0.03837910394497565]",104,71,47,0.002129,0.2355,0.003865,0.0384,0.785,192,66,37,184
6,"[173, 110, 47, 0.004414139818276098, 0.25205000315773524, 0.0001, 0.010294092227821202]",173,110,47,0.004414,0.2521,0.0001,0.0103,0.7578,198,85,31,165
6,"[150, 135, 47, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.27487266050362774]",150,135,47,0.002129,0.2342,0.007749,0.2749,0.7119,207,116,22,134
6,"[104, 110, 42, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.010294092227821202]",104,110,42,0.001016,0.1287,0.002998,0.0103,0.6848,214,136,15,114
6,"[150, 135, 42, 0.0010160172171795624, 0.1287341833369425, 0.001830008647912201, 0.28272428650672077]",150,135,42,0.001016,0.1287,0.00183,0.2827,0.7286,210,111,19,139
6,"[107, 93, 42, 0.0001, 0.1287341833369425, 0.0001, 0.1551321935661199]",107,93,42,0.0001,0.1287,0.0001,0.1551,0.6305,188,136,41,114
6,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.7912,178,49,51,201
6,"[150, 135, 42, 0.0010160172171795624, 0.1287341833369425, 0.005006819176310594, 0.010294092227821202]",150,135,42,0.001016,0.1287,0.005007,0.0103,0.7912,159,30,70,220
6,"[172, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",172,71,46,0.002129,0.2521,0.001024,0.0103,0.7808,157,33,72,217
6,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.7244,203,106,26,144
6,"[107, 71, 46, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.15301347440248034]",107,71,46,0.002129,0.2342,0.007749,0.153,0.7954,174,43,55,207
6,"[104, 110, 47, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.27487266050362774]",104,110,47,0.004414,0.2521,0.001024,0.2749,0.7912,168,39,61,211
6,"[104, 110, 47, 0.0021291623022691745, 0.2355336711000567, 0.0038652613707627795, 0.010294092227821202]",104,110,47,0.002129,0.2355,0.003865,0.0103,0.7265,210,112,19,138
6,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.27487266050362774]",173,71,46,0.002129,0.2521,0.001024,0.2749,0.7871,186,59,43,191
6,"[107, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.18566382124058448]",107,71,46,0.004414,0.2521,0.001024,0.1857,0.762,193,78,36,172
6,"[104, 110, 47, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.27487266050362774]",104,110,47,0.002129,0.2342,0.007749,0.2749,0.7891,177,49,52,201
6,"[173, 71, 42, 0.0010160172171795624, 0.25205000315773524, 0.001830008647912201, 0.010294092227821202]",173,71,42,0.001016,0.2521,0.00183,0.0103,0.7766,190,68,39,182
6,"[107, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.001016,0.1287,0.002998,0.153,0.7683,197,79,32,171
